MsgID.GLOBAL_POSITION,0.0000000,-122.3957583,37.7932781,0.1150000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,129.1630000,0.0460483,0.1120629,-0.1158869
MsgID.LOCAL_VELOCITY,129.1630000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957596,37.7932777,0.1030000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,129.4130000,0.0000643,-0.0200916,-0.1011887
MsgID.LOCAL_VELOCITY,129.4130000,-0.0000017,0.0000066,-0.0000094
MsgID.GLOBAL_POSITION,0.0000000,-122.3957595,37.7932777,0.1600000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,-1.1600000
MsgID.LOCAL_POSITION,129.6630000,-0.0029755,0.0023222,-0.1600675
MsgID.LOCAL_VELOCITY,129.6630000,-0.0001367,0.0017233,-1.1625094
MsgID.GLOBAL_POSITION,0.0000000,-122.3957590,37.7932777,0.6430000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,-3.1700000
MsgID.LOCAL_POSITION,129.9140000,-0.0029625,0.0478017,-0.7487427
MsgID.LOCAL_VELOCITY,129.9140000,0.0017891,-0.0096980,-3.3681390
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957595,37.7932777,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957596,37.7932777,1.6030000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,-0.0100000,-4.0700000
MsgID.LOCAL_POSITION,130.1640000,-0.0029625,-0.0089571,-1.6035001
MsgID.LOCAL_VELOCITY,130.1640000,0.0019904,-0.0188519,-4.0781231
MsgID.GLOBAL_POSITION,0.0000000,-122.3957601,37.7932775,2.5570000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,-0.0100000,-4.3300000
MsgID.LOCAL_POSITION,130.4140000,-0.0225914,-0.0499250,-2.6946335
MsgID.LOCAL_VELOCITY,130.4140000,-0.0011617,-0.0133066,-4.2146335
MsgID.GLOBAL_POSITION,0.0000000,-122.3957591,37.7932776,3.3850000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,-0.0100000,-1.8300000
MsgID.LOCAL_POSITION,130.6640000,-0.0140026,0.0378573,-3.3852777
MsgID.LOCAL_VELOCITY,130.6640000,-0.0010088,-0.0121789,-1.8345724
MsgID.GLOBAL_POSITION,0.0000000,-122.3957591,37.7932789,3.5280000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,-0.0100000,0.4900000
MsgID.LOCAL_POSITION,130.9140000,0.1442445,0.0109007,-3.5068932
MsgID.LOCAL_VELOCITY,130.9140000,0.0003302,-0.0114174,0.8063794
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957595,37.7932777,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957616,37.7932786,3.1450000
MsgID.LOCAL_VELOCITY,0.0000000,0.5300000,0.0000000,2.0200000
MsgID.LOCAL_POSITION,131.1640000,0.1000261,-0.1831660,-3.1452758
MsgID.LOCAL_VELOCITY,131.1640000,0.5346112,-0.0059854,2.0254891
MsgID.GLOBAL_POSITION,0.0000000,-122.3957609,37.7932807,2.8060000
MsgID.LOCAL_VELOCITY,0.0000000,2.5300000,0.0600000,0.7400000
MsgID.LOCAL_POSITION,131.4140000,0.4167337,-0.0986020,-2.7885559
MsgID.LOCAL_VELOCITY,131.4140000,2.8011625,0.0752862,0.5355477
MsgID.GLOBAL_POSITION,0.0000000,-122.3957585,37.7932893,2.8670000
MsgID.LOCAL_VELOCITY,0.0000000,4.5200000,0.1000000,-0.7500000
MsgID.LOCAL_POSITION,131.6640000,1.2913482,0.0894111,-2.8678977
MsgID.LOCAL_VELOCITY,131.6640000,4.5200348,0.1078052,-0.7563251
MsgID.GLOBAL_POSITION,0.0000000,-122.3957581,37.7933007,3.0200000
MsgID.LOCAL_VELOCITY,0.0000000,5.0700000,0.0300000,-0.0800000
MsgID.LOCAL_POSITION,131.9140000,2.7489443,0.1189754,-3.0248880
MsgID.LOCAL_VELOCITY,131.9140000,5.0844522,0.0237649,0.0692728
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957595,37.7932777,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957592,37.7933131,2.9770000
MsgID.LOCAL_VELOCITY,0.0000000,4.6800000,-0.0600000,0.4300000
MsgID.LOCAL_POSITION,132.1640000,3.9385135,0.0271367,-2.9776754
MsgID.LOCAL_VELOCITY,132.1640000,4.6808643,-0.0680955,0.4394976
MsgID.GLOBAL_POSITION,0.0000000,-122.3957593,37.7933203,2.9320000
MsgID.LOCAL_VELOCITY,0.0000000,3.0200000,-0.0600000,0.0900000
MsgID.LOCAL_POSITION,132.4150000,4.8219047,0.0426588,-2.9324577
MsgID.LOCAL_VELOCITY,132.4150000,2.7784111,-0.0626562,0.0555469
MsgID.GLOBAL_POSITION,0.0000000,-122.3957587,37.7933253,2.9520000
MsgID.LOCAL_VELOCITY,0.0000000,1.4000000,0.1600000,-0.0400000
MsgID.LOCAL_POSITION,132.6650000,5.2851143,0.0777179,-2.9527111
MsgID.LOCAL_VELOCITY,132.6650000,1.4019331,0.1659878,-0.0445104
MsgID.GLOBAL_POSITION,0.0000000,-122.3957585,37.7933282,2.9550000
MsgID.LOCAL_VELOCITY,0.0000000,1.0900000,1.2000000,0.0000000
MsgID.LOCAL_POSITION,132.9150000,5.6622605,0.1314241,-2.9548593
MsgID.LOCAL_VELOCITY,132.9150000,1.0722629,1.3646556,0.0105930
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957595,37.7932777,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957526,37.7933314,2.9490000
MsgID.LOCAL_VELOCITY,0.0000000,0.7600000,2.4600000,-0.0300000
MsgID.LOCAL_POSITION,133.1650000,5.9694672,0.6156492,-2.9491601
MsgID.LOCAL_VELOCITY,133.1650000,0.7606799,2.4643648,-0.0319088
MsgID.GLOBAL_POSITION,0.0000000,-122.3957447,37.7933311,2.9460000
MsgID.LOCAL_VELOCITY,0.0000000,0.2300000,3.4800000,-0.0900000
MsgID.LOCAL_POSITION,133.4150000,5.9168735,1.4322838,-2.9470472
MsgID.LOCAL_VELOCITY,133.4150000,0.1609245,3.6113937,-0.0926033
MsgID.GLOBAL_POSITION,0.0000000,-122.3957336,37.7933301,2.9430000
MsgID.LOCAL_VELOCITY,0.0000000,-0.4200000,4.4700000,-0.1300000
MsgID.LOCAL_POSITION,133.6650000,5.8215294,2.3087299,-2.9436958
MsgID.LOCAL_VELOCITY,133.6650000,-0.4269620,4.4790139,-0.1362852
MsgID.GLOBAL_POSITION,0.0000000,-122.3957222,37.7933295,2.9490000
MsgID.LOCAL_VELOCITY,0.0000000,-0.9700000,4.6800000,-0.1100000
MsgID.LOCAL_POSITION,133.9150000,5.7364817,3.4930089,-2.9489572
MsgID.LOCAL_VELOCITY,133.9150000,-1.0285405,4.6263933,-0.0865196
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957595,37.7932777,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957075,37.7933271,2.9370000
MsgID.LOCAL_VELOCITY,0.0000000,-1.1900000,3.6600000,-0.1000000
MsgID.LOCAL_POSITION,134.1650000,5.4843068,4.6307321,-2.9376519
MsgID.LOCAL_VELOCITY,134.1650000,-1.1958693,3.6654158,-0.1006055
MsgID.GLOBAL_POSITION,0.0000000,-122.3957001,37.7933234,2.9440000
MsgID.LOCAL_VELOCITY,0.0000000,-0.9400000,2.2300000,-0.2100000
MsgID.LOCAL_POSITION,134.4150000,5.0325060,5.3420548,-2.9478157
MsgID.LOCAL_VELOCITY,134.4150000,-0.8815287,2.0480537,-0.2212359
MsgID.GLOBAL_POSITION,0.0000000,-122.3956951,37.7933216,2.9630000
MsgID.LOCAL_VELOCITY,0.0000000,-0.8200000,1.2200000,-0.1100000
MsgID.LOCAL_POSITION,134.6650000,4.8735542,5.7359209,-2.9638906
MsgID.LOCAL_VELOCITY,134.6650000,-0.8382992,1.2177154,-0.1095111
MsgID.GLOBAL_POSITION,0.0000000,-122.3956907,37.7933197,2.9590000
MsgID.LOCAL_VELOCITY,0.0000000,-1.9900000,0.8000000,-0.0200000
MsgID.LOCAL_POSITION,134.9150000,4.5942483,6.1417704,-2.9598517
MsgID.LOCAL_VELOCITY,134.9150000,-2.1951821,0.7316726,-0.0606064
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957595,37.7932777,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3956909,37.7933133,2.9730000
MsgID.LOCAL_VELOCITY,0.0000000,-3.2100000,0.2100000,-0.0300000
MsgID.LOCAL_POSITION,135.1650000,3.9370906,6.0994263,-2.9741149
MsgID.LOCAL_VELOCITY,135.1650000,-3.2410367,0.1976209,-0.0360289
MsgID.GLOBAL_POSITION,0.0000000,-122.3956925,37.7933054,2.9770000
MsgID.LOCAL_VELOCITY,0.0000000,-4.0300000,-0.3500000,0.0300000
MsgID.LOCAL_POSITION,135.4160000,2.9376080,5.9356380,-2.9773993
MsgID.LOCAL_VELOCITY,135.4160000,-4.1355877,-0.4400488,0.0606745
MsgID.GLOBAL_POSITION,0.0000000,-122.3956935,37.7932954,2.9760000
MsgID.LOCAL_VELOCITY,0.0000000,-4.6600000,-1.0100000,0.1000000
MsgID.LOCAL_POSITION,135.6660000,1.9389595,5.8727012,-2.9766011
MsgID.LOCAL_VELOCITY,135.6660000,-4.6639919,-1.0299985,0.1020160
MsgID.GLOBAL_POSITION,0.0000000,-122.3956949,37.7932872,2.9800000
MsgID.LOCAL_VELOCITY,0.0000000,-4.2000000,-1.3000000,0.1100000
MsgID.LOCAL_POSITION,135.9160000,0.9205399,5.6849055,-2.9805579
MsgID.LOCAL_VELOCITY,135.9160000,-4.0603700,-1.3220259,0.1340239
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957595,37.7932777,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957018,37.7932776,2.9860000
MsgID.LOCAL_VELOCITY,0.0000000,-2.7500000,-1.2500000,0.1300000
MsgID.LOCAL_POSITION,136.1660000,-0.0369234,5.1190033,-2.9866736
MsgID.LOCAL_VELOCITY,136.1660000,-2.7046001,-1.2451620,0.1405696
MsgID.GLOBAL_POSITION,0.0000000,-122.3957037,37.7932722,2.9810000
MsgID.LOCAL_VELOCITY,0.0000000,-1.5100000,-1.0400000,0.1200000
MsgID.LOCAL_POSITION,136.4160000,-0.6531932,4.9557943,-2.9819264
MsgID.LOCAL_VELOCITY,136.4160000,-1.4125991,-1.1266090,0.1536231
MsgID.GLOBAL_POSITION,0.0000000,-122.3957070,37.7932708,2.9780000
MsgID.LOCAL_VELOCITY,0.0000000,-1.0300000,-2.1500000,0.1200000
MsgID.LOCAL_POSITION,136.6660000,-0.7667821,4.6433978,-2.9782937
MsgID.LOCAL_VELOCITY,136.6660000,-1.0244709,-2.2064745,0.1176850
MsgID.GLOBAL_POSITION,0.0000000,-122.3957143,37.7932685,2.9830000
MsgID.LOCAL_VELOCITY,0.0000000,-0.6400000,-3.1800000,0.0900000
MsgID.LOCAL_POSITION,136.9160000,-1.0621210,3.8978441,-2.9825175
MsgID.LOCAL_VELOCITY,136.9160000,-0.5757518,-3.3288980,0.0804315
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957595,37.7932777,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957274,37.7932669,2.9700000
MsgID.LOCAL_VELOCITY,0.0000000,0.0300000,-4.1500000,0.1200000
MsgID.LOCAL_POSITION,137.1660000,-1.1934891,2.8051243,-2.9692214
MsgID.LOCAL_VELOCITY,137.1660000,0.0787828,-4.1956940,0.1106366
MsgID.GLOBAL_POSITION,0.0000000,-122.3957385,37.7932683,2.9580000
MsgID.LOCAL_VELOCITY,0.0000000,0.9900000,-4.5800000,-0.0300000
MsgID.LOCAL_POSITION,137.4160000,-1.0067850,1.7389576,-2.9579043
MsgID.LOCAL_VELOCITY,137.4160000,1.1262572,-4.5593114,-0.0695120
MsgID.GLOBAL_POSITION,0.0000000,-122.3957507,37.7932716,2.9620000
MsgID.LOCAL_VELOCITY,0.0000000,1.6000000,-3.8600000,-0.1400000
MsgID.LOCAL_POSITION,137.6660000,-0.6560583,0.7359242,-2.9622543
MsgID.LOCAL_VELOCITY,137.6660000,1.6048752,-3.8158965,-0.1402082
MsgID.GLOBAL_POSITION,0.0000000,-122.3957605,37.7932746,2.9530000
MsgID.LOCAL_VELOCITY,0.0000000,1.3700000,-2.6300000,-0.1100000
MsgID.LOCAL_POSITION,137.9160000,-0.3062823,-0.1480138,-2.9533706
MsgID.LOCAL_VELOCITY,137.9160000,1.3106337,-2.4275970,-0.1412779
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957595,37.7932777,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957635,37.7932779,2.9580000
MsgID.LOCAL_VELOCITY,0.0000000,0.7200000,-1.2200000,-0.1600000
MsgID.LOCAL_POSITION,138.1670000,0.0470055,-0.3631698,-2.9592056
MsgID.LOCAL_VELOCITY,138.1670000,0.6922807,-1.1611543,-0.1537910
MsgID.GLOBAL_POSITION,0.0000000,-122.3957661,37.7932798,2.9690000
MsgID.LOCAL_VELOCITY,0.0000000,0.2900000,-0.4800000,-0.1400000
MsgID.LOCAL_POSITION,138.4170000,0.2264595,-0.6246953,-2.9663155
MsgID.LOCAL_VELOCITY,138.4170000,0.2888499,-0.4767065,0.1742918
MsgID.GLOBAL_POSITION,0.0000000,-122.3957682,37.7932788,2.7090000
MsgID.LOCAL_VELOCITY,0.0000000,0.2200000,-0.3500000,1.6500000
MsgID.LOCAL_POSITION,138.6670000,0.1228241,-0.7775044,-2.6813529
MsgID.LOCAL_VELOCITY,138.6670000,0.2134179,-0.3381525,1.6917588
MsgID.GLOBAL_POSITION,0.0000000,-122.3957685,37.7932794,2.2810000
MsgID.LOCAL_VELOCITY,0.0000000,0.1400000,-0.1900000,2.0400000
MsgID.LOCAL_POSITION,138.9170000,0.1845500,-0.7967414,-2.2128003
MsgID.LOCAL_VELOCITY,138.9170000,0.1373211,-0.1759230,2.1017773
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957595,37.7932777,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957695,37.7932786,1.7430000
MsgID.LOCAL_VELOCITY,0.0000000,0.0700000,-0.0600000,2.1100000
MsgID.LOCAL_POSITION,139.1670000,0.0948521,-0.8902668,-1.7064333
MsgID.LOCAL_VELOCITY,139.1670000,0.0746300,-0.0625893,2.1303389
MsgID.GLOBAL_POSITION,0.0000000,-122.3957701,37.7932796,1.2740000
MsgID.LOCAL_VELOCITY,0.0000000,0.0500000,-0.0100000,2.1700000
MsgID.LOCAL_POSITION,139.4170000,0.2317629,-0.9377228,-1.2084634
MsgID.LOCAL_VELOCITY,139.4170000,0.0482698,-0.0039242,2.1755929
MsgID.GLOBAL_POSITION,0.0000000,-122.3957689,37.7932810,0.7410000
MsgID.LOCAL_VELOCITY,0.0000000,0.0300000,0.0300000,2.1800000
MsgID.LOCAL_POSITION,139.6670000,0.3803992,-0.8168476,-0.6997304
MsgID.LOCAL_VELOCITY,139.6670000,0.0306633,0.0327010,2.2034519
MsgID.GLOBAL_POSITION,0.0000000,-122.3957677,37.7932808,0.2780000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0400000,2.1700000
MsgID.LOCAL_POSITION,139.9170000,0.3169076,-0.7388856,-0.2114119
MsgID.LOCAL_VELOCITY,139.9170000,0.0010088,0.0416902,2.1979346
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957595,37.7932777,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957706,37.7932789,0.1610000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,140.1670000,0.1236778,-0.9883453,-0.1644587
MsgID.LOCAL_VELOCITY,140.1670000,0.0044197,0.0001046,-0.0000742
MsgID.GLOBAL_POSITION,0.0000000,-122.3957692,37.7932789,0.1920000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,140.4170000,0.1333338,-0.8213593,-0.1953815
MsgID.LOCAL_VELOCITY,140.4170000,0.0033195,-0.0005320,-0.0001591
MsgID.GLOBAL_POSITION,0.0000000,-122.3957684,37.7932783,0.2100000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,140.6670000,0.0686005,-0.8113425,-0.2108324
MsgID.LOCAL_VELOCITY,140.6670000,0.0033511,-0.0005867,-0.0002019
MsgID.GLOBAL_POSITION,0.0000000,-122.3957709,37.7932787,0.2080000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,140.9170000,0.1237295,-1.0133255,-0.2072789
MsgID.LOCAL_VELOCITY,140.9170000,0.0044190,0.0000825,-0.0000738
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957595,37.7932777,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957693,37.7932793,0.1880000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,141.1680000,0.1806113,-0.8573705,-0.1857685
MsgID.LOCAL_VELOCITY,141.1680000,0.0044288,0.0000733,-0.0000667
MsgID.GLOBAL_POSITION,0.0000000,-122.3957689,37.7932792,0.1580000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,141.4180000,0.1775910,-0.8278683,-0.1536907
MsgID.LOCAL_VELOCITY,141.4180000,0.0039392,-0.0001251,-0.0001495
MsgID.GLOBAL_POSITION,0.0000000,-122.3957681,37.7932799,0.1200000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,141.6680000,0.2472590,-0.7491716,-0.1167046
MsgID.LOCAL_VELOCITY,141.6680000,0.0030868,-0.0005750,-0.0002108
MsgID.GLOBAL_POSITION,0.0000000,-122.3957672,37.7932800,0.0910000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,141.9180000,0.2626129,-0.6846827,-0.0878446
MsgID.LOCAL_VELOCITY,141.9180000,0.0047481,0.0001927,0.0001767
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957595,37.7932777,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957689,37.7932810,0.0720000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,142.1680000,0.3813564,-0.8496509,-0.0714625
MsgID.LOCAL_VELOCITY,142.1680000,0.0047815,0.0001219,-0.0001786
MsgID.GLOBAL_POSITION,0.0000000,-122.3957696,37.7932806,0.0720000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,142.4180000,0.2865750,-0.8915396,-0.0734564
MsgID.LOCAL_VELOCITY,142.4180000,0.0033428,-0.0005298,0.0001573
MsgID.GLOBAL_POSITION,0.0000000,-122.3957693,37.7932788,0.0900000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,142.6680000,0.1322279,-0.8653384,-0.0927125
MsgID.LOCAL_VELOCITY,142.6680000,0.0044260,0.0000953,0.0000289
MsgID.GLOBAL_POSITION,0.0000000,-122.3957693,37.7932800,0.1180000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,142.9180000,0.2683302,-0.8619236,-0.1224351
MsgID.LOCAL_VELOCITY,142.9180000,0.0047118,0.0001990,-0.0000841
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957595,37.7932777,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957682,37.7932790,0.1540000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,143.1680000,0.1335343,-0.7511377,-0.1585850
MsgID.LOCAL_VELOCITY,143.1680000,0.0044470,0.0000678,0.0000399
MsgID.GLOBAL_POSITION,0.0000000,-122.3957672,37.7932789,0.1850000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,143.4180000,0.1507314,-0.6822820,-0.1895349
MsgID.LOCAL_VELOCITY,143.4180000,0.0033523,-0.0005693,-0.0002018
MsgID.GLOBAL_POSITION,0.0000000,-122.3957683,37.7932795,0.2140000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,143.6680000,0.1933846,-0.7881629,-0.2168763
MsgID.LOCAL_VELOCITY,143.6680000,0.0044450,0.0000952,0.0000447
MsgID.GLOBAL_POSITION,0.0000000,-122.3957689,37.7932797,0.2300000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,143.9180000,0.2406363,-0.8396754,-0.2314413
MsgID.LOCAL_VELOCITY,143.9180000,0.0044500,0.0000703,0.0003189
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957595,37.7932777,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957698,37.7932815,0.2340000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,144.1690000,0.4369447,-0.9098660,-0.2343478
MsgID.LOCAL_VELOCITY,144.1690000,0.0048117,0.0001454,0.0003303
MsgID.GLOBAL_POSITION,0.0000000,-122.3957693,37.7932813,0.2260000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,144.4190000,0.3808261,-0.8670045,-0.2248192
MsgID.LOCAL_VELOCITY,144.4190000,0.0033763,-0.0005592,0.0002532
MsgID.GLOBAL_POSITION,0.0000000,-122.3957689,37.7932801,0.2050000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,144.6690000,0.2642621,-0.8166407,-0.2018504
MsgID.LOCAL_VELOCITY,144.6690000,0.0044260,0.0000628,-0.0000534
MsgID.GLOBAL_POSITION,0.0000000,-122.3957678,37.7932800,0.1760000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,144.9190000,0.2576652,-0.7395893,-0.1727419
MsgID.LOCAL_VELOCITY,144.9190000,0.0047744,0.0001326,-0.0002080
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957595,37.7932777,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957701,37.7932800,0.1390000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,145.1690000,0.2576070,-0.9673595,-0.1341719
MsgID.LOCAL_VELOCITY,145.1690000,0.0047462,0.0002203,0.0002197
MsgID.GLOBAL_POSITION,0.0000000,-122.3957710,37.7932800,0.1040000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,145.4190000,0.2574389,-1.0250187,-0.1005043
MsgID.LOCAL_VELOCITY,145.4190000,0.0047745,0.0001230,-0.0001808
MsgID.GLOBAL_POSITION,0.0000000,-122.3957708,37.7932801,0.0710000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,145.6690000,0.2695396,-0.9869276,-0.0677973
MsgID.LOCAL_VELOCITY,145.6690000,0.0047776,0.0001237,-0.0002138
MsgID.GLOBAL_POSITION,0.0000000,-122.3957694,37.7932804,0.0490000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,145.9190000,0.3027373,-0.8739066,-0.0477100
MsgID.LOCAL_VELOCITY,145.9190000,0.0039273,-0.0001602,0.0002778
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957595,37.7932777,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957699,37.7932797,0.0360000
